Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Código Ação;Nome Ação;Linguagem Cidadã;Valor
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;929445,00
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;75,00
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;10320,86
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;36054862,25
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0550;Transferências de Cotas-Partes da Participação Especial pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.50);Royalties;9964272,10
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;484800,00
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;2398,92
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;6450721,68
RIO DE JANEIRO;0770;ARMACAO DE BUZIOS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;105187,41
RIO DE JANEIRO;0772;CARAPEBUS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;512352,00
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;1584,69
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;404988,03
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;542129,11
RIO DE JANEIRO;0772;CARAPEBUS;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;81432,00
RIO DE JANEIRO;0772;CARAPEBUS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;7333,68
RIO DE JANEIRO;0772;CARAPEBUS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;56510,70
RIO DE JANEIRO;0772;CARAPEBUS;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;83322,17
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0550;Transferências de Cotas-Partes da Participação Especial pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.50);Royalties;1166280,16
RIO DE JANEIRO;0772;CARAPEBUS;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;40592,64
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;22972030,52
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;60107,10
RIO DE JANEIRO;0772;CARAPEBUS;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;4800,00
RIO DE JANEIRO;0772;CARAPEBUS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;387618,00
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;42978,43
RIO DE JANEIRO;0772;CARAPEBUS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;2512,50
RIO DE JANEIRO;0772;CARAPEBUS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;236668,52
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;81258,54
RIO DE JANEIRO;0772;CARAPEBUS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;3686126,71
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8581;Estruturação da Rede de Serviços de Atenção Básica de Saúde;Estruturação/DAB;145400,00
RIO DE JANEIRO;0774;IGUABA GRANDE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;12428,78
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;90160,66
RIO DE JANEIRO;0774;IGUABA GRANDE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;787406,00
RIO DE JANEIRO;0774;IGUABA GRANDE;20;Agricultura;605;Abastecimento;6003;Apoio ao Desenvolvimento do Setor Agropecuário;7H17;Apoio a Projetos de Desenvolvimento do Setor Agropecuário; ;438750,00
RIO DE JANEIRO;0774;IGUABA GRANDE;21;Organização Agrária;127;Ordenamento Territorial;1334;Desenvolvimento Sustentável de Territórios Rurais;8991;Apoio a Projetos de Infra-estrutura e Serviços em Territórios Rurais;Infra-estrutura;131750,00
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;149,64
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;178019,84
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;5553,18
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;41687,19
RIO DE JANEIRO;0774;IGUABA GRANDE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;1256,25
RIO DE JANEIRO;0774;IGUABA GRANDE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;14830,73
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;662216,00
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;574682,70
RIO DE JANEIRO;0774;IGUABA GRANDE;08;Assistência Social;244;Assistência Comunitária;1385;Proteção Social Especial;2B31;Estruturação da Rede de Serviços da Proteção Social Especial;Estruturação da Rede PSE;100000,00
RIO DE JANEIRO;0774;IGUABA GRANDE;15;Urbanismo;451;Infra-Estrutura Urbana;0310;Gestão da Política de Desenvolvimento Urbano;0B16;Apoio à Política Nacional de Desenvolvimento Urbano; ;196400,00
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;5529189,99
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;74259,01
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;66597,14
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;419361,56
RIO DE JANEIRO;0774;IGUABA GRANDE;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;167376,00
RIO DE JANEIRO;0774;IGUABA GRANDE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8535;Estruturação de Unidades de Atenção Especializada em Saúde;Estruturação/DAE;107760,00
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;758047,35
RIO DE JANEIRO;0774;IGUABA GRANDE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;100020,70
RIO DE JANEIRO;0774;IGUABA GRANDE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;4039175,67
RIO DE JANEIRO;0776;MACUCO;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;13963,70
RIO DE JANEIRO;0776;MACUCO;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;2400,00
RIO DE JANEIRO;0776;MACUCO;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;4812,50
RIO DE JANEIRO;0776;MACUCO;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;141068,09
RIO DE JANEIRO;0776;MACUCO;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;3293,25
RIO DE JANEIRO;0776;MACUCO;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;3156804,18
RIO DE JANEIRO;0776;MACUCO;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;186079,29
RIO DE JANEIRO;0776;MACUCO;20;Agricultura;605;Abastecimento;6003;Apoio ao Desenvolvimento do Setor Agropecuário;7H17;Apoio a Projetos de Desenvolvimento do Setor Agropecuário; ;438750,00
RIO DE JANEIRO;0776;MACUCO;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;240732,00
RIO DE JANEIRO;0776;MACUCO;15;Urbanismo;452;Serviços Urbanos;0660;Segurança e Educação de Trânsito: Direito e Responsabilidade de Todos;8487;Fomento a Projetos Destinados à Redução de Acidentes no Trânsito; ;211980,00
